[trainer] 从零训练：未加载预训练权重
[trainer] tag=g4_fold2 fold=2 train=499 val=125 steps/epoch=249 特殊影像正样本=[6, 6] 重复对=True
[g4_fold2] ep0 step21/249 loss=3.4113 {'ds': 1.58, 'seg': 2.171, 'cls': 1.321, 'special': 0.717, 'embed': 9.739}
[g4_fold2] ep0 step41/249 loss=3.0849 {'ds': 1.63, 'seg': 2.224, 'cls': 1.28, 'special': 0.679, 'embed': 4.951}
[g4_fold2] ep0 step61/249 loss=3.3124 {'ds': 1.545, 'seg': 2.097, 'cls': 1.236, 'special': 0.707, 'embed': 9.723}
[g4_fold2] ep0 step81/249 loss=2.9617 {'ds': 1.579, 'seg': 2.127, 'cls': 1.237, 'special': 0.67, 'embed': 4.773}
[g4_fold2] ep0 step101/249 loss=2.8217 {'ds': 1.475, 'seg': 1.987, 'cls': 1.196, 'special': 0.661, 'embed': 4.941}
[g4_fold2] ep0 step121/249 loss=3.0868 {'ds': 1.41, 'seg': 1.905, 'cls': 1.147, 'special': 0.649, 'embed': 9.77}
[g4_fold2] ep0 step141/249 loss=2.7331 {'ds': 1.423, 'seg': 1.899, 'cls': 1.15, 'special': 0.704, 'embed': 4.942}
[g4_fold2] ep0 step161/249 loss=3.1964 {'ds': 1.458, 'seg': 1.994, 'cls': 1.194, 'special': 0.66, 'embed': 9.856}
[g4_fold2] ep0 step181/249 loss=3.0792 {'ds': 1.414, 'seg': 1.944, 'cls': 1.051, 'special': 0.682, 'embed': 9.355}
[g4_fold2] ep0 step201/249 loss=2.4138 {'ds': 1.204, 'seg': 1.62, 'cls': 0.996, 'special': 0.687, 'embed': 4.966}
[g4_fold2] ep0 step221/249 loss=2.7585 {'ds': 1.268, 'seg': 1.779, 'cls': 0.944, 'special': 0.637, 'embed': 7.785}
[g4_fold2] ep0 step241/249 loss=2.1587 {'ds': 1.122, 'seg': 1.594, 'cls': 0.974, 'special': 0.692, 'embed': 1.973}
[g4_fold2] epoch 0 loss=2.1958 dice_core=0.1186 dice_peri=0.4089 thr=[0.55, 0.65] (228s)
[g4_fold2] ep1 step21/249 loss=1.7738 {'ds': 0.937, 'seg': 1.376, 'cls': 0.91, 'special': 0.648, 'embed': 0.11}
[g4_fold2] ep1 step41/249 loss=2.3277 {'ds': 1.075, 'seg': 1.591, 'cls': 0.874, 'special': 0.577, 'embed': 4.979}
[g4_fold2] ep1 step61/249 loss=2.1510 {'ds': 0.935, 'seg': 1.424, 'cls': 0.836, 'special': 0.582, 'embed': 4.969}
[g4_fold2] ep1 step81/249 loss=2.2201 {'ds': 0.941, 'seg': 1.377, 'cls': 1.014, 'special': 0.862, 'embed': 4.989}
[g4_fold2] ep1 step101/249 loss=2.1171 {'ds': 0.761, 'seg': 1.181, 'cls': 0.695, 'special': 0.618, 'embed': 8.1}
[g4_fold2] ep1 step121/249 loss=2.1761 {'ds': 0.764, 'seg': 1.165, 'cls': 0.661, 'special': 0.554, 'embed': 9.439}
[g4_fold2] ep1 step141/249 loss=1.8367 {'ds': 0.805, 'seg': 1.153, 'cls': 0.607, 'special': 0.635, 'embed': 4.969}
[g4_fold2] ep1 step161/249 loss=1.5911 {'ds': 0.745, 'seg': 1.167, 'cls': 0.664, 'special': 0.646, 'embed': 1.288}
[g4_fold2] ep1 step181/249 loss=1.4235 {'ds': 0.817, 'seg': 1.15, 'cls': 0.467, 'special': 0.475, 'embed': 0.5}
[g4_fold2] ep1 step201/249 loss=1.2815 {'ds': 0.496, 'seg': 0.687, 'cls': 0.491, 'special': 0.372, 'embed': 5.042}
[g4_fold2] ep1 step221/249 loss=1.3537 {'ds': 0.835, 'seg': 1.125, 'cls': 0.584, 'special': 0.323, 'embed': 0.027}
[g4_fold2] ep1 step241/249 loss=1.0277 {'ds': 0.417, 'seg': 0.539, 'cls': 0.437, 'special': 0.168, 'embed': 4.49}
[g4_fold2] epoch 1 loss=1.3704 dice_core=0.4402 dice_peri=0.6432 thr=[0.55, 0.65] (193s)
[g4_fold2] ep2 step21/249 loss=1.5945 {'ds': 0.708, 'seg': 0.906, 'cls': 0.536, 'special': 0.72, 'embed': 4.995}
[g4_fold2] ep2 step41/249 loss=1.8438 {'ds': 0.69, 'seg': 0.919, 'cls': 0.45, 'special': 0.252, 'embed': 9.997}
[g4_fold2] ep2 step61/249 loss=1.5196 {'ds': 0.457, 'seg': 0.583, 'cls': 0.569, 'special': 0.195, 'embed': 9.945}
[g4_fold2] ep2 step81/249 loss=1.2311 {'ds': 0.495, 'seg': 0.693, 'cls': 0.542, 'special': 0.116, 'embed': 4.987}
[g4_fold2] ep2 step101/249 loss=1.4932 {'ds': 0.669, 'seg': 0.891, 'cls': 0.48, 'special': 0.059, 'embed': 6.226}
[g4_fold2] ep2 step121/249 loss=0.8345 {'ds': 0.239, 'seg': 0.264, 'cls': 0.387, 'special': 0.069, 'embed': 6.084}
[g4_fold2] ep2 step141/249 loss=1.3515 {'ds': 0.364, 'seg': 0.459, 'cls': 0.528, 'special': 0.056, 'embed': 9.958}
[g4_fold2] ep2 step161/249 loss=0.8442 {'ds': 0.231, 'seg': 0.264, 'cls': 0.456, 'special': 0.449, 'embed': 4.72}
[g4_fold2] ep2 step181/249 loss=0.7089 {'ds': 0.244, 'seg': 0.298, 'cls': 0.374, 'special': 0.017, 'embed': 4.171}
[g4_fold2] ep2 step201/249 loss=1.4990 {'ds': 0.209, 'seg': 0.244, 'cls': 0.454, 'special': 1.569, 'embed': 9.981}
[g4_fold2] ep2 step221/249 loss=0.8872 {'ds': 0.273, 'seg': 0.352, 'cls': 0.359, 'special': 0.292, 'embed': 4.962}
[g4_fold2] ep2 step241/249 loss=2.1585 {'ds': 0.746, 'seg': 1.103, 'cls': 1.102, 'special': 0.12, 'embed': 9.997}
[g4_fold2] epoch 2 loss=0.7799 dice_core=0.6707 dice_peri=0.8129 thr=[0.5, 0.6] (205s)
[g4_fold2] ep3 step21/249 loss=1.2268 {'ds': 0.592, 'seg': 0.755, 'cls': 0.378, 'special': 0.008, 'embed': 5.003}
[g4_fold2] ep3 step41/249 loss=1.7358 {'ds': 0.398, 'seg': 0.521, 'cls': 0.792, 'special': 1.135, 'embed': 9.78}
[g4_fold2] ep3 step61/249 loss=1.0752 {'ds': 0.197, 'seg': 0.266, 'cls': 0.332, 'special': 0.024, 'embed': 9.602}
