[trainer] 从零训练：未加载预训练权重
[trainer] tag=g4_fold0 fold=0 train=499 val=125 steps/epoch=249 特殊影像正样本=[6, 6] 重复对=True
[g4_fold0] ep0 step21/249 loss=3.0805 {'ds': 1.642, 'seg': 2.221, 'cls': 1.25, 'special': 0.691, 'embed': 4.988}
[g4_fold0] ep0 step41/249 loss=3.2473 {'ds': 1.491, 'seg': 2.032, 'cls': 1.246, 'special': 0.658, 'embed': 9.854}
[g4_fold0] ep0 step61/249 loss=2.8822 {'ds': 1.504, 'seg': 2.03, 'cls': 1.245, 'special': 0.673, 'embed': 4.969}
[g4_fold0] ep0 step81/249 loss=3.1186 {'ds': 1.458, 'seg': 1.899, 'cls': 1.196, 'special': 0.704, 'embed': 9.921}
[g4_fold0] ep0 step101/249 loss=2.5261 {'ds': 1.511, 'seg': 2.068, 'cls': 1.165, 'special': 0.667, 'embed': 0.0}
[g4_fold0] ep0 step121/249 loss=3.0585 {'ds': 1.417, 'seg': 1.861, 'cls': 1.156, 'special': 0.666, 'embed': 9.9}
[g4_fold0] ep0 step141/249 loss=2.8306 {'ds': 1.494, 'seg': 1.996, 'cls': 1.153, 'special': 0.694, 'embed': 4.973}
[g4_fold0] ep0 step161/249 loss=2.9557 {'ds': 1.369, 'seg': 1.782, 'cls': 1.091, 'special': 0.666, 'embed': 9.789}
[g4_fold0] ep0 step181/249 loss=2.6281 {'ds': 1.318, 'seg': 1.823, 'cls': 1.028, 'special': 0.7, 'embed': 4.971}
[g4_fold0] ep0 step201/249 loss=2.7872 {'ds': 1.22, 'seg': 1.643, 'cls': 0.999, 'special': 0.686, 'embed': 9.642}
[g4_fold0] ep0 step221/249 loss=2.7873 {'ds': 1.164, 'seg': 1.642, 'cls': 0.915, 'special': 0.68, 'embed': 9.961}
[g4_fold0] ep0 step241/249 loss=2.8952 {'ds': 1.172, 'seg': 1.767, 'cls': 0.909, 'special': 0.663, 'embed': 9.805}
[g4_fold0] epoch 0 loss=2.1706 dice_core=0.0490 dice_peri=0.4703 thr=[0.1, 0.55] (219s)
[g4_fold0] ep1 step21/249 loss=2.6303 {'ds': 0.979, 'seg': 1.531, 'cls': 0.816, 'special': 0.607, 'embed': 9.909}
[g4_fold0] ep1 step41/249 loss=1.8252 {'ds': 0.923, 'seg': 1.477, 'cls': 0.766, 'special': 0.628, 'embed': 0.0}
[g4_fold0] ep1 step61/249 loss=2.1939 {'ds': 0.737, 'seg': 1.241, 'cls': 0.713, 'special': 0.578, 'embed': 8.403}
[g4_fold0] ep1 step81/249 loss=1.9864 {'ds': 0.802, 'seg': 1.313, 'cls': 0.689, 'special': 0.513, 'embed': 4.974}
[g4_fold0] ep1 step101/249 loss=2.2937 {'ds': 0.883, 'seg': 1.463, 'cls': 0.657, 'special': 0.546, 'embed': 7.059}
